user_id,log_date,screen_time_hours,social_media_hours,gaming_hours,study_hours,sleep_hours,mood_score,productivity_score,notifications_checked,outside_time_minutes,addiction_risk_score,focus_score,productivity_score_ai,log_id
63fb54f9-4f97-42ba-8b41-94c6e257bcb9,2026-01-28,8.3,1.7,1.5,0.3,6.6,7,7,117,51,64.2,,,
63fb54f9-4f97-42ba-8b41-94c6e257bcb9,2026-01-01,6.4,2.5,0.3,0.7,7.2,5,5,124,50,62.1,,,
63fb54f9-4f97-42ba-8b41-94c6e257bcb9,2026-01-02,8.2,1.9,0.5,1.0,5.5,5,8,35,7,66.1,,,
7d9cf9d0-96e4-4b9b-963c-1c2cb17645d1,2026-01-01,6.4,2.2,2.5,7.4,4.7,4,2,116,59,72.2,,,
7d9cf9d0-96e4-4b9b-963c-1c2cb17645d1,2026-01-02,7.7,1.4,3.7,6.5,4.1,4,2,111,30,73.7,,,
7d9cf9d0-96e4-4b9b-963c-1c2cb17645d1,2026-01-03,7.9,2.7,2.9,7.5,8.6,3,7,40,89,55.9,,,
7d9cf9d0-96e4-4b9b-963c-1c2cb17645d1,2026-01-04,9.7,1.5,3.7,7.1,6.6,7,8,92,52,59.9,,,
7d9cf9d0-96e4-4b9b-963c-1c2cb17645d1,2026-01-05,5.7,4.2,0.0,3.3,6.0,3,3,94,37,67.7,,,
7d9cf9d0-96e4-4b9b-963c-1c2cb17645d1,2026-01-06,5.8,2.4,3.0,4.2,5.1,6,4,70,53,68.8,,,
7d9cf9d0-96e4-4b9b-963c-1c2cb17645d1,2026-01-07,4.4,3.0,1.7,7.4,5.8,5,7,45,27,60.4,,,
7d9cf9d0-96e4-4b9b-963c-1c2cb17645d1,2026-01-08,4.7,3.1,3.9,4.2,6.8,8,5,82,60,60.9,,,
7d9cf9d0-96e4-4b9b-963c-1c2cb17645d1,2026-01-09,4.5,2.2,1.2,3.8,6.1,5,7,51,29,47.2,,,
7d9cf9d0-96e4-4b9b-963c-1c2cb17645d1,2026-01-10,4.5,1.1,1.9,5.0,4.3,8,4,66,65,46.1,,,
7d9cf9d0-96e4-4b9b-963c-1c2cb17645d1,2026-01-11,7.3,2.9,2.0,6.4,4.5,7,8,22,31,63.6,,,
7d9cf9d0-96e4-4b9b-963c-1c2cb17645d1,2026-01-12,5.2,4.6,2.1,6.6,8.9,4,8,112,7,65.1,,,
7d9cf9d0-96e4-4b9b-963c-1c2cb17645d1,2026-01-13,3.2,1.9,0.9,5.7,4.1,8,2,86,50,43.1,,,
7d9cf9d0-96e4-4b9b-963c-1c2cb17645d1,2026-01-14,8.2,2.0,0.4,2.7,7.6,8,4,35,67,41.6,,,
7d9cf9d0-96e4-4b9b-963c-1c2cb17645d1,2026-01-15,10.6,1.6,1.6,3.3,4.4,4,8,52,22,64.2,,,
7d9cf9d0-96e4-4b9b-963c-1c2cb17645d1,2026-01-16,9.8,1.5,3.5,5.5,7.5,3,8,88,19,62.3,,,
7d9cf9d0-96e4-4b9b-963c-1c2cb17645d1,2026-01-17,5.7,4.3,1.5,1.2,8.2,7,7,113,8,69.0,,,
7d9cf9d0-96e4-4b9b-963c-1c2cb17645d1,2026-01-18,6.5,2.2,3.8,6.3,4.7,4,7,78,86,73.9,,,
7d9cf9d0-96e4-4b9b-963c-1c2cb17645d1,2026-01-19,9.4,2.7,0.1,2.9,6.7,7,2,92,21,57.5,,,
7d9cf9d0-96e4-4b9b-963c-1c2cb17645d1,2026-01-20,9.7,4.9,2.1,2.2,5.4,5,7,37,84,77.8,,,
7d9cf9d0-96e4-4b9b-963c-1c2cb17645d1,2026-01-21,9.5,3.0,0.3,3.8,6.5,6,8,105,84,56.6,,,
7d9cf9d0-96e4-4b9b-963c-1c2cb17645d1,2026-01-22,5.1,2.1,2.9,2.8,7.2,7,8,29,44,49.5,,,
7d9cf9d0-96e4-4b9b-963c-1c2cb17645d1,2026-01-23,9.7,2.6,3.1,4.0,5.8,8,4,84,50,69.9,,,
7d9cf9d0-96e4-4b9b-963c-1c2cb17645d1,2026-01-24,3.7,4.1,0.3,6.9,6.2,6,2,78,38,50.6,,,
7d9cf9d0-96e4-4b9b-963c-1c2cb17645d1,2026-01-25,7.9,4.8,1.6,7.7,4.7,3,3,55,19,78.5,,,
7d9cf9d0-96e4-4b9b-963c-1c2cb17645d1,2026-01-26,4.3,4.4,3.4,7.7,4.8,3,3,85,72,77.5,,,
7d9cf9d0-96e4-4b9b-963c-1c2cb17645d1,2026-01-27,3.6,3.9,2.0,5.8,6.2,5,4,63,50,55.7,,,
7d9cf9d0-96e4-4b9b-963c-1c2cb17645d1,2026-01-28,5.2,3.4,1.4,1.6,8.6,7,2,93,56,58.2,,,
7d9cf9d0-96e4-4b9b-963c-1c2cb17645d1,2026-01-01,6.6,1.7,2.2,7.1,7.7,7,2,106,79,50.5,,,
7d9cf9d0-96e4-4b9b-963c-1c2cb17645d1,2026-01-02,9.8,2.0,2.0,2.5,8.9,7,3,66,31,52.1,,,
2e3bfd3a-4c42-47dd-a759-5af38d23aab8,2026-01-01,8.6,4.7,0.7,5.0,8.6,8,8,26,8,50.0,,,
2e3bfd3a-4c42-47dd-a759-5af38d23aab8,2026-01-02,4.5,1.5,1.7,6.6,7.7,6,8,118,17,44.4,,,
2e3bfd3a-4c42-47dd-a759-5af38d23aab8,2026-01-03,7.2,3.6,2.6,3.6,6.8,7,3,22,36,63.1,,,
2e3bfd3a-4c42-47dd-a759-5af38d23aab8,2026-01-04,7.2,2.8,1.6,5.0,8.0,6,6,105,24,56.0,,,
2e3bfd3a-4c42-47dd-a759-5af38d23aab8,2026-01-05,8.9,3.1,1.7,7.1,6.1,5,3,53,29,61.8,,,
2e3bfd3a-4c42-47dd-a759-5af38d23aab8,2026-01-06,3.0,1.7,1.5,7.5,4.4,8,5,48,61,39.0,,,
2e3bfd3a-4c42-47dd-a759-5af38d23aab8,2026-01-07,3.7,1.2,1.9,5.1,5.4,3,3,49,24,50.5,,,
2e3bfd3a-4c42-47dd-a759-5af38d23aab8,2026-01-08,5.7,3.1,2.9,1.0,6.3,8,3,87,17,73.6,,,
2e3bfd3a-4c42-47dd-a759-5af38d23aab8,2026-01-09,4.9,1.2,0.1,7.9,6.1,3,2,107,67,44.2,,,
2e3bfd3a-4c42-47dd-a759-5af38d23aab8,2026-01-10,4.7,4.8,3.1,1.6,6.1,8,4,81,76,69.4,,,
2e3bfd3a-4c42-47dd-a759-5af38d23aab8,2026-01-11,10.9,4.0,0.3,3.8,8.2,8,6,93,56,53.3,,,
2e3bfd3a-4c42-47dd-a759-5af38d23aab8,2026-01-12,4.8,1.7,3.1,3.5,4.3,3,2,118,19,70.6,,,
2e3bfd3a-4c42-47dd-a759-5af38d23aab8,2026-01-13,11.0,1.7,1.6,6.3,7.5,5,4,32,88,43.9,,,
2e3bfd3a-4c42-47dd-a759-5af38d23aab8,2026-01-14,7.7,3.3,0.4,7.1,5.3,6,6,28,66,59.9,,,
2e3bfd3a-4c42-47dd-a759-5af38d23aab8,2026-01-15,10.6,4.4,3.2,5.6,6.8,5,3,107,78,75.4,,,
2e3bfd3a-4c42-47dd-a759-5af38d23aab8,2026-01-16,3.0,3.8,0.2,4.7,8.8,7,5,88,76,36.1,,,
2e3bfd3a-4c42-47dd-a759-5af38d23aab8,2026-01-17,9.8,3.0,1.9,5.1,8.1,4,4,96,32,60.6,,,
2e3bfd3a-4c42-47dd-a759-5af38d23aab8,2026-01-18,10.0,4.2,2.6,7.0,8.3,3,6,64,88,64.9,,,
2e3bfd3a-4c42-47dd-a759-5af38d23aab8,2026-01-19,10.4,1.4,2.8,2.3,8.4,7,3,50,22,51.1,,,
2e3bfd3a-4c42-47dd-a759-5af38d23aab8,2026-01-20,3.0,4.3,0.9,7.4,4.0,4,7,96,11,63.6,,,
2e3bfd3a-4c42-47dd-a759-5af38d23aab8,2026-01-21,3.1,2.1,2.5,7.9,7.2,4,5,83,87,42.1,,,
2e3bfd3a-4c42-47dd-a759-5af38d23aab8,2026-01-22,9.5,1.5,1.1,1.1,6.2,4,8,47,59,57.8,,,
2e3bfd3a-4c42-47dd-a759-5af38d23aab8,2026-01-23,4.4,4.0,3.2,2.2,7.9,6,4,83,16,68.7,,,
2e3bfd3a-4c42-47dd-a759-5af38d23aab8,2026-01-24,9.2,3.8,1.9,1.4,4.4,4,3,33,63,80.3,,,
2e3bfd3a-4c42-47dd-a759-5af38d23aab8,2026-01-25,8.4,2.8,2.6,5.2,5.9,7,4,52,5,69.6,,,
2e3bfd3a-4c42-47dd-a759-5af38d23aab8,2026-01-26,6.0,4.3,1.0,1.0,4.8,4,6,23,80,77.3,,,
2e3bfd3a-4c42-47dd-a759-5af38d23aab8,2026-01-27,3.8,4.4,2.1,6.8,5.5,4,8,97,83,69.0,,,
2e3bfd3a-4c42-47dd-a759-5af38d23aab8,2026-01-28,8.2,2.1,3.8,2.1,6.2,7,8,99,58,70.0,,,
2e3bfd3a-4c42-47dd-a759-5af38d23aab8,2026-01-01,10.7,4.0,1.8,3.2,5.6,8,8,53,60,71.9,,,
2e3bfd3a-4c42-47dd-a759-5af38d23aab8,2026-01-02,4.6,4.5,2.9,4.9,6.4,5,5,65,88,63.2,,,
510c5477-387f-4840-9945-e91e99dfdf14,2026-01-01,9.2,2.4,1.5,2.5,7.3,6,7,93,43,59.1,,,
510c5477-387f-4840-9945-e91e99dfdf14,2026-01-02,4.2,2.8,1.2,2.4,6.4,4,8,137,19,60.4,,,
510c5477-387f-4840-9945-e91e99dfdf14,2026-01-03,6.6,1.0,1.0,0.2,6.7,8,4,117,7,59.0,,,
510c5477-387f-4840-9945-e91e99dfdf14,2026-01-04,5.9,1.6,0.0,0.2,6.2,6,7,118,32,59.9,,,
510c5477-387f-4840-9945-e91e99dfdf14,2026-01-05,9.7,2.8,1.4,2.2,5.4,7,3,75,31,71.3,,,
510c5477-387f-4840-9945-e91e99dfdf14,2026-01-06,4.1,1.7,0.4,1.0,7.3,5,6,126,1,49.8,,,
510c5477-387f-4840-9945-e91e99dfdf14,2026-01-07,7.2,2.7,0.2,2.5,6.1,5,8,132,25,62.8,,,
510c5477-387f-4840-9945-e91e99dfdf14,2026-01-08,8.1,2.5,0.4,0.5,5.3,6,7,96,58,72.8,,,
510c5477-387f-4840-9945-e91e99dfdf14,2026-01-09,4.2,2.8,0.1,1.6,7.1,5,6,91,19,52.0,,,
510c5477-387f-4840-9945-e91e99dfdf14,2026-01-10,6.0,2.5,0.2,2.7,6.6,5,8,55,2,57.6,,,
510c5477-387f-4840-9945-e91e99dfdf14,2026-01-11,4.2,0.9,0.9,2.2,6.8,7,7,54,44,38.1,,,
510c5477-387f-4840-9945-e91e99dfdf14,2026-01-12,7.7,1.3,0.9,2.2,7.6,8,5,73,17,47.2,,,
510c5477-387f-4840-9945-e91e99dfdf14,2026-01-13,4.1,2.1,0.7,1.6,6.5,7,4,144,34,50.9,,,
510c5477-387f-4840-9945-e91e99dfdf14,2026-01-14,5.3,1.5,0.4,2.5,5.5,8,4,90,23,55.4,,,
510c5477-387f-4840-9945-e91e99dfdf14,2026-01-15,6.6,1.4,0.7,3.0,5.1,4,5,125,40,64.2,,,
510c5477-387f-4840-9945-e91e99dfdf14,2026-01-16,6.6,2.3,1.0,2.6,7.7,5,5,144,57,57.6,,,
510c5477-387f-4840-9945-e91e99dfdf14,2026-01-17,9.5,1.0,1.2,1.9,7.2,6,4,37,35,46.0,,,
510c5477-387f-4840-9945-e91e99dfdf14,2026-01-18,9.5,0.9,0.5,2.9,5.5,8,8,138,40,54.7,,,
510c5477-387f-4840-9945-e91e99dfdf14,2026-01-19,5.5,2.7,0.9,1.5,6.1,5,8,46,58,59.0,,,
510c5477-387f-4840-9945-e91e99dfdf14,2026-01-20,5.9,1.5,1.7,0.0,6.8,7,6,74,22,63.1,,,
510c5477-387f-4840-9945-e91e99dfdf14,2026-01-21,6.7,1.1,0.1,0.5,6.6,5,6,123,40,58.0,,,
510c5477-387f-4840-9945-e91e99dfdf14,2026-01-22,6.6,1.1,1.2,2.1,5.5,7,6,136,36,62.8,,,
510c5477-387f-4840-9945-e91e99dfdf14,2026-01-23,6.1,1.8,1.6,2.1,6.3,7,5,90,19,60.4,,,
510c5477-387f-4840-9945-e91e99dfdf14,2026-01-24,5.6,0.6,1.1,2.8,5.1,6,8,130,52,56.0,,,
510c5477-387f-4840-9945-e91e99dfdf14,2026-01-25,4.5,0.8,1.2,2.1,6.2,5,5,72,33,45.9,,,
510c5477-387f-4840-9945-e91e99dfdf14,2026-01-26,5.9,2.9,1.2,0.8,6.6,7,8,113,22,69.7,,,
510c5477-387f-4840-9945-e91e99dfdf14,2026-01-27,4.2,1.3,1.4,0.6,7.0,5,7,30,54,43.4,,,
510c5477-387f-4840-9945-e91e99dfdf14,2026-01-28,8.0,1.6,1.7,0.5,7.1,5,5,103,29,64.0,,,
510c5477-387f-4840-9945-e91e99dfdf14,2026-01-01,7.0,2.0,1.7,1.7,5.1,4,8,97,32,75.8,,,
510c5477-387f-4840-9945-e91e99dfdf14,2026-01-02,7.6,2.9,1.7,2.0,6.7,7,4,143,5,69.4,,,
acc16d06-7334-4386-8c9c-bf1718978948,2026-01-01,5.5,4.5,4.0,6.3,4.5,3,4,87,3,89.5,,,
acc16d06-7334-4386-8c9c-bf1718978948,2026-01-02,8.3,4.2,3.0,6.6,6.2,5,2,107,53,75.8,,,
acc16d06-7334-4386-8c9c-bf1718978948,2026-01-03,8.2,2.3,2.5,5.3,6.8,5,5,112,88,61.9,,,
acc16d06-7334-4386-8c9c-bf1718978948,2026-01-04,7.8,3.2,1.8,1.1,6.9,8,7,93,65,69.2,,,
acc16d06-7334-4386-8c9c-bf1718978948,2026-01-05,6.7,2.5,3.5,4.6,6.4,7,6,45,24,61.8,,,
acc16d06-7334-4386-8c9c-bf1718978948,2026-01-06,6.0,2.6,2.3,4.7,7.0,8,7,62,20,54.0,,,
acc16d06-7334-4386-8c9c-bf1718978948,2026-01-07,4.6,1.0,2.6,7.3,5.2,5,4,34,67,49.9,,,
acc16d06-7334-4386-8c9c-bf1718978948,2026-01-08,10.5,2.4,0.4,4.4,5.3,6,7,46,28,58.2,,,
acc16d06-7334-4386-8c9c-bf1718978948,2026-01-09,9.4,3.2,1.2,5.3,7.6,3,6,23,89,53.3,,,
acc16d06-7334-4386-8c9c-bf1718978948,2026-01-10,4.0,1.7,2.7,2.3,6.6,3,3,80,41,57.6,,,
acc16d06-7334-4386-8c9c-bf1718978948,2026-01-11,10.3,2.7,0.3,6.7,5.9,7,3,66,12,60.9,,,
acc16d06-7334-4386-8c9c-bf1718978948,2026-01-12,7.8,4.3,3.5,2.6,5.1,4,3,61,71,86.8,,,
acc16d06-7334-4386-8c9c-bf1718978948,2026-01-13,9.2,3.2,1.0,3.1,7.7,6,5,58,73,55.1,,,
acc16d06-7334-4386-8c9c-bf1718978948,2026-01-14,9.5,4.1,0.6,4.0,4.8,3,4,117,32,78.3,,,
acc16d06-7334-4386-8c9c-bf1718978948,2026-01-15,4.7,1.4,0.1,5.5,7.0,5,3,92,77,36.1,,,
acc16d06-7334-4386-8c9c-bf1718978948,2026-01-16,8.1,1.2,0.6,2.9,7.0,4,4,61,38,47.1,,,
acc16d06-7334-4386-8c9c-bf1718978948,2026-01-17,8.8,1.1,1.4,6.7,7.0,8,3,51,38,39.4,,,
acc16d06-7334-4386-8c9c-bf1718978948,2026-01-18,9.2,2.1,2.6,5.2,6.0,3,4,89,40,65.4,,,
acc16d06-7334-4386-8c9c-bf1718978948,2026-01-19,7.9,2.8,3.3,5.7,4.3,7,7,91,49,74.1,,,
acc16d06-7334-4386-8c9c-bf1718978948,2026-01-20,8.4,1.9,1.8,2.3,4.3,6,3,100,34,71.0,,,
acc16d06-7334-4386-8c9c-bf1718978948,2026-01-21,8.8,2.9,0.2,4.9,8.8,7,6,50,46,43.4,,,
acc16d06-7334-4386-8c9c-bf1718978948,2026-01-22,4.6,3.1,0.4,4.2,7.8,3,5,27,83,43.3,,,
acc16d06-7334-4386-8c9c-bf1718978948,2026-01-23,6.8,2.5,0.5,7.8,4.1,6,5,84,29,63.0,,,
acc16d06-7334-4386-8c9c-bf1718978948,2026-01-24,7.2,3.5,0.4,6.3,4.6,6,7,117,13,70.9,,,
acc16d06-7334-4386-8c9c-bf1718978948,2026-01-25,3.9,1.9,1.4,3.7,5.7,3,2,84,74,55.6,,,
acc16d06-7334-4386-8c9c-bf1718978948,2026-01-26,9.6,2.1,3.8,7.1,4.8,8,4,34,85,63.0,,,
acc16d06-7334-4386-8c9c-bf1718978948,2026-01-27,7.5,2.6,2.0,3.8,6.7,7,4,49,87,54.2,,,
acc16d06-7334-4386-8c9c-bf1718978948,2026-01-28,7.3,3.9,0.6,2.5,8.1,7,4,85,1,61.2,,,
acc16d06-7334-4386-8c9c-bf1718978948,2026-01-01,4.8,4.8,2.3,7.5,6.9,7,7,52,35,60.2,,,
acc16d06-7334-4386-8c9c-bf1718978948,2026-01-02,7.9,1.6,3.6,6.8,5.6,5,2,25,24,65.8,,,
4099350c-20db-439f-a999-5bc11bce4b0f,2026-01-01,8.0,0.8,1.0,1.5,5.7,8,6,41,31,54.9,,,
4099350c-20db-439f-a999-5bc11bce4b0f,2026-01-02,4.7,2.0,1.9,2.6,5.8,8,5,31,59,53.5,,,
4099350c-20db-439f-a999-5bc11bce4b0f,2026-01-03,6.2,1.5,1.1,0.6,5.6,6,4,60,55,65.9,,,
4099350c-20db-439f-a999-5bc11bce4b0f,2026-01-04,5.8,1.6,0.3,0.2,7.3,6,6,126,3,58.1,,,
4099350c-20db-439f-a999-5bc11bce4b0f,2026-01-05,7.8,1.1,0.5,0.7,5.5,7,6,67,38,60.8,,,
4099350c-20db-439f-a999-5bc11bce4b0f,2026-01-06,8.3,2.5,0.8,2.0,6.1,6,6,115,13,64.5,,,
4099350c-20db-439f-a999-5bc11bce4b0f,2026-01-07,5.1,1.5,1.9,0.7,5.4,8,8,131,14,67.3,,,
4099350c-20db-439f-a999-5bc11bce4b0f,2026-01-08,7.5,2.2,0.4,1.9,6.0,5,4,138,20,62.6,,,
4099350c-20db-439f-a999-5bc11bce4b0f,2026-01-09,5.2,0.7,0.1,1.1,5.8,6,7,81,54,53.7,,,
4099350c-20db-439f-a999-5bc11bce4b0f,2026-01-10,4.9,0.8,1.7,0.7,7.0,6,3,122,51,50.5,,,
4099350c-20db-439f-a999-5bc11bce4b0f,2026-01-11,9.2,1.5,1.9,0.4,5.3,4,3,30,1,72.3,,,
4099350c-20db-439f-a999-5bc11bce4b0f,2026-01-12,6.6,1.1,1.7,0.1,7.7,8,6,104,54,56.4,,,
4099350c-20db-439f-a999-5bc11bce4b0f,2026-01-13,8.0,2.7,1.3,1.8,5.2,8,5,98,31,72.2,,,
4099350c-20db-439f-a999-5bc11bce4b0f,2026-01-14,9.9,1.6,0.1,0.1,7.2,4,7,80,23,58.6,,,
4099350c-20db-439f-a999-5bc11bce4b0f,2026-01-15,4.6,0.6,1.0,1.2,6.4,7,5,81,14,45.9,,,
4099350c-20db-439f-a999-5bc11bce4b0f,2026-01-16,9.7,2.5,0.7,1.2,6.6,5,8,140,31,67.2,,,
4099350c-20db-439f-a999-5bc11bce4b0f,2026-01-17,7.1,2.7,1.6,0.7,7.9,5,5,78,35,67.1,,,
4099350c-20db-439f-a999-5bc11bce4b0f,2026-01-18,7.7,2.4,1.3,1.6,5.1,5,4,50,35,70.5,,,
4099350c-20db-439f-a999-5bc11bce4b0f,2026-01-19,5.8,2.9,1.2,1.7,7.2,7,4,40,9,57.1,,,
4099350c-20db-439f-a999-5bc11bce4b0f,2026-01-20,6.0,2.8,0.4,1.1,6.3,7,4,118,49,64.2,,,
4099350c-20db-439f-a999-5bc11bce4b0f,2026-01-21,9.7,1.1,0.2,0.6,7.7,8,5,61,29,46.2,,,
4099350c-20db-439f-a999-5bc11bce4b0f,2026-01-22,9.2,2.6,1.8,0.8,7.3,8,8,37,45,57.9,,,
4099350c-20db-439f-a999-5bc11bce4b0f,2026-01-23,8.4,2.4,1.3,0.5,6.6,6,3,51,27,64.9,,,
4099350c-20db-439f-a999-5bc11bce4b0f,2026-01-24,4.3,0.9,0.3,2.2,7.5,6,6,106,21,39.4,,,
4099350c-20db-439f-a999-5bc11bce4b0f,2026-01-25,7.3,2.0,1.0,0.9,6.7,8,8,68,43,57.9,,,
4099350c-20db-439f-a999-5bc11bce4b0f,2026-01-26,7.8,2.4,0.3,1.4,5.0,4,6,34,2,68.7,,,
4099350c-20db-439f-a999-5bc11bce4b0f,2026-01-27,10.0,0.7,0.8,2.4,5.6,5,7,75,38,58.3,,,
4099350c-20db-439f-a999-5bc11bce4b0f,2026-01-28,7.7,2.2,0.8,1.6,6.6,5,4,87,53,62.2,,,
4099350c-20db-439f-a999-5bc11bce4b0f,2026-01-01,9.0,0.5,1.5,2.3,7.0,6,8,85,18,48.7,,,
4099350c-20db-439f-a999-5bc11bce4b0f,2026-01-02,10.0,1.4,0.9,2.2,7.7,6,4,66,37,49.1,,,
230aed49-c718-48e4-b70f-274d48229458,2026-01-01,6.3,3.8,0.0,5.3,5.8,3,6,39,16,69.4,,,
230aed49-c718-48e4-b70f-274d48229458,2026-01-02,7.7,2.9,2.6,1.5,6.9,6,5,43,33,68.9,,,
230aed49-c718-48e4-b70f-274d48229458,2026-01-03,7.8,3.4,0.1,3.3,7.2,5,7,43,75,51.9,,,
230aed49-c718-48e4-b70f-274d48229458,2026-01-04,9.3,3.8,3.2,4.6,6.2,6,7,74,54,71.3,,,
230aed49-c718-48e4-b70f-274d48229458,2026-01-05,4.9,2.5,0.3,6.6,7.8,3,5,64,32,47.0,,,
230aed49-c718-48e4-b70f-274d48229458,2026-01-06,6.4,3.5,3.1,1.8,6.0,8,5,94,8,77.0,,,
230aed49-c718-48e4-b70f-274d48229458,2026-01-07,10.6,1.8,2.3,7.9,4.8,5,2,113,69,67.0,,,
230aed49-c718-48e4-b70f-274d48229458,2026-01-08,7.1,2.2,3.8,2.8,6.1,5,6,112,63,71.3,,,
230aed49-c718-48e4-b70f-274d48229458,2026-01-09,4.5,4.2,1.8,4.4,4.7,6,7,58,34,66.8,,,
230aed49-c718-48e4-b70f-274d48229458,2026-01-10,6.5,3.9,3.1,2.1,7.1,6,2,50,83,69.3,,,
230aed49-c718-48e4-b70f-274d48229458,2026-01-11,8.3,4.8,0.3,1.4,5.4,6,8,54,54,74.7,,,
230aed49-c718-48e4-b70f-274d48229458,2026-01-12,10.3,2.0,1.1,6.3,6.2,7,7,63,72,48.6,,,
230aed49-c718-48e4-b70f-274d48229458,2026-01-13,6.9,1.1,0.3,7.3,4.7,6,3,52,6,51.7,,,
230aed49-c718-48e4-b70f-274d48229458,2026-01-14,3.7,1.9,2.9,4.8,4.6,7,3,45,13,52.9,,,
230aed49-c718-48e4-b70f-274d48229458,2026-01-15,8.8,4.9,1.0,5.6,5.0,3,4,108,84,77.3,,,
230aed49-c718-48e4-b70f-274d48229458,2026-01-16,7.9,2.4,0.5,2.1,5.1,4,2,90,85,68.9,,,
230aed49-c718-48e4-b70f-274d48229458,2026-01-17,7.5,3.1,0.5,7.0,7.6,3,8,105,48,59.7,,,
230aed49-c718-48e4-b70f-274d48229458,2026-01-18,7.3,1.3,1.8,4.4,4.8,4,7,76,65,61.3,,,
230aed49-c718-48e4-b70f-274d48229458,2026-01-19,3.8,4.4,1.8,6.2,5.5,8,5,78,9,63.5,,,
230aed49-c718-48e4-b70f-274d48229458,2026-01-20,10.8,4.2,2.0,3.4,8.4,4,8,87,85,65.2,,,
230aed49-c718-48e4-b70f-274d48229458,2026-01-21,3.1,1.5,2.6,2.1,5.3,7,2,59,57,51.1,,,
